year,State,City,pollutant,pollutant_rank,type,Latitude,Longitude
2007,New York,New York,6.742862218,6,SO2,40.780751,-73.977182
2007,Pennsylvania,York,5.340700005,7,SO2,39.962463,-76.72887
2007,Pennsylvania,Norristown,5.183621692,8,SO2,39.983153,-75.748055
2007,Pennsylvania,Pittsburgh,5.167044997,9,SO2,40.434436,-80.024817
2007,Virginia,McLean,5.12339465,10,SO2,38.831813,-77.288755
2008,Pennsylvania,Erie,9.089511837,1,SO2,42.127807,-80.06351
2008,Pennsylvania,Charleroi,6.405212399,2,SO2,40.136537,-79.91321
2008,New York,New York,5.902629633,3,SO2,40.780751,-73.977182
2008,Pennsylvania,New Castle,4.881406479,4,SO2,41.038205,-80.34539
2008,Pennsylvania,Greensburg,4.801354792,5,SO2,40.360223,-79.439801
2008,Virginia,Annandale,4.657830441,6,SO2,38.830345,-77.21387
2008,New York,New York,4.611306014,7,SO2,40.780751,-73.977182
2008,Pennsylvania,Johnstown,4.502486553,8,SO2,40.348973,-78.94132
2008,Pennsylvania,Pittsburgh,4.108470746,9,SO2,40.434436,-80.024817
2008,New York,Holtsville,4.047641314,10,SO2,40.922326,-72.637078
2009,Pennsylvania,Erie,7.032341383,1,SO2,42.127807,-80.06351
2009,New York,New York,5.287566167,2,SO2,40.780751,-73.977182
2009,Kansas,Kansas City,4.652079026,3,SO2,39.117009,-94.76614
2009,Virginia,McLean,4.436240367,4,SO2,38.831813,-77.288755
2009,Pennsylvania,Charleroi,4.272076004,5,SO2,40.136537,-79.91321
2009,Pennsylvania,Bristol,4.111847253,6,SO2,40.108943,-74.85548
2009,New York,New York,3.599098579,7,SO2,40.780751,-73.977182
2009,California,San Diego,3.485063532,8,SO2,32.706954,-117.0542
2009,Ohio,Athens,3.41303563,9,SO2,39.322847,-82.09728
2009,Virginia,Annandale,3.393043633,10,SO2,38.830345,-77.21387
2010,Kansas,Kansas City,5.189308908,1,SO2,39.117009,-94.76614
2010,New York,New York,4.823191203,2,SO2,40.780751,-73.977182
2010,Pennsylvania,Pittsburgh,4.703862121,3,SO2,40.434436,-80.024817
2010,Pennsylvania,Erie,4.661402979,4,SO2,42.127807,-80.06351
2010,Pennsylvania,Charleroi,4.290840028,5,SO2,40.136537,-79.91321
2010,Illinois,Cicero,3.92291551,6,SO2,41.844382,-87.7599
2010,California,San Diego,3.521498575,7,SO2,32.706954,-117.0542
2010,New York,Holtsville,3.269291779,8,SO2,40.922326,-72.637078
2010,Pennsylvania,Johnstown,3.261864701,9,SO2,40.348973,-78.94132
2010,New York,New York,2.857755328,10,SO2,40.780751,-73.977182
2011,Illinois,Cicero,5.135905299,1,SO2,41.844382,-87.7599
2011,Ohio,Cleveland,4.850873719,2,SO2,41.473451,-81.7358
2011,New York,New York,4.63887147,3,SO2,40.780751,-73.977182
2011,Pennsylvania,Charleroi,4.358563308,4,SO2,40.136537,-79.91321
2011,Ohio,Cincinnati,3.96801459,5,SO2,39.166759,-84.53822
2011,Kansas,Kansas City,3.618949336,6,SO2,39.117009,-94.76614
2011,New York,New York,3.35421399,7,SO2,40.780751,-73.977182
2011,California,San Pablo,3.246104147,8,SO2,37.972623,-122.33873
2011,Pennsylvania,Pittsburgh,2.708689228,9,SO2,40.434436,-80.024817
2011,Pennsylvania,Pittsburgh,2.501130314,10,SO2,40.434436,-80.024817
2012,Pennsylvania,Johnstown,4.472488413,1,SO2,40.348973,-78.94132
2012,Ohio,Cincinnati,4.01234594,2,SO2,39.166759,-84.53822
2012,New York,New York,3.256109011,3,SO2,40.780751,-73.977182
2012,Pennsylvania,Erie,3.211456889,4,SO2,42.127807,-80.06351
2012,Pennsylvania,Pittsburgh,3.103841024,5,SO2,40.434436,-80.024817
2012,Ohio,Cleveland,3.035691645,6,SO2,41.473451,-81.7358
2012,Kansas,Kansas City,2.808529079,7,SO2,39.117009,-94.76614
2012,Pennsylvania,Charleroi,2.614254928,8,SO2,40.136537,-79.91321
2012,Pennsylvania,Bristol,2.111329721,9,SO2,40.108943,-74.85548
2012,Colorado,Denver,2.015795707,10,SO2,39.648328,-105.08431
2013,Pennsylvania,Johnstown,4.389187529,1,SO2,40.348973,-78.94132
2013,Pennsylvania,Charleroi,3.296531131,2,SO2,40.136537,-79.91321
2013,Pennsylvania,Pittsburgh,3.070315978,3,SO2,40.434436,-80.024817
2013,Ohio,Cincinnati,2.429908182,4,SO2,39.166759,-84.53822
2013,New York,New York,2.399730481,5,SO2,40.780751,-73.977182
2013,Ohio,Cleveland,2.264860909,6,SO2,41.473451,-81.7358
2013,Pennsylvania,Bristol,2.12074052,7,SO2,40.108943,-74.85548
2013,Kansas,Kansas City,2.043392455,8,SO2,39.117009,-94.76614
2013,Maine,Portland,1.898741598,9,SO2,43.658632,-70.2911
2013,Colorado,Denver,1.830906962,10,SO2,39.648328,-105.08431
2014,Alaska,Fairbanks,5.951531268,1,SO2,64.826445,-147.38884
2014,Pennsylvania,Johnstown,3.67913025,2,SO2,40.348973,-78.94132
2014,Pennsylvania,Bristol,3.534322985,3,SO2,40.108943,-74.85548
2014,Ohio,Cleveland,2.41350297,4,SO2,41.473451,-81.7358
2014,Pennsylvania,Philadelphia,2.401465745,5,SO2,40.001811,-75.11787
2014,Pennsylvania,Charleroi,2.314349947,6,SO2,40.136537,-79.91321
2014,Pennsylvania,York,2.285477395,7,SO2,39.962463,-76.72887
2014,Ohio,Cincinnati,1.955207701,8,SO2,39.166759,-84.53822
2014,New York,New York,1.768892939,9,SO2,40.780751,-73.977182
2014,Kansas,Kansas City,1.758327865,10,SO2,39.117009,-94.76614
2015,Alaska,Fairbanks,6.159010971,1,SO2,64.826445,-147.38884
2015,Ohio,Cleveland,2.422572266,2,SO2,41.473451,-81.7358
2015,Pennsylvania,Charleroi,1.923754173,3,SO2,40.136537,-79.91321
2015,Pennsylvania,Johnstown,1.854633209,4,SO2,40.348973,-78.94132
2015,Pennsylvania,York,1.734484735,5,SO2,39.962463,-76.72887
2015,Ohio,Cincinnati,1.632212785,6,SO2,39.166759,-84.53822
2015,Kansas,Kansas City,1.542131605,7,SO2,39.117009,-94.76614
2015,Maryland,Essex,1.405795839,8,SO2,39.307737,-76.45171
2015,Illinois,East Saint Louis,1.405317489,9,SO2,38.564451,-90.1628
2015,Maine,Portland,1.381870699,10,SO2,43.658632,-70.2911
2016,Ohio,Cleveland,2.02547412,1,SO2,41.473451,-81.7358
2016,Pennsylvania,Johnstown,1.897321726,2,SO2,40.348973,-78.94132
2016,Pennsylvania,York,1.674955331,3,SO2,39.962463,-76.72887
2016,Oklahoma,Tulsa,1.489844795,4,SO2,36.096296,-95.8847
2016,California,Bethel Island,1.471693483,5,SO2,38.040395,-121.63852
2016,New York,New York,1.261351351,6,SO2,40.780751,-73.977182
2016,Maryland,Essex,1.157054176,7,SO2,39.307737,-76.45171
2016,Louisiana,Baton Rouge,1.113256461,8,SO2,30.412991,-91.171456
2016,Kansas,Kansas City,1.084589566,9,SO2,39.117009,-94.76614
2016,Illinois,East Saint Louis,1.057717748,10,SO2,38.564451,-90.1628
