State,year,NO2,O3,SO2,CO
Utah,2012,0.076619765,0.000478268,0.002018486,0.003386497
Utah,2013,0.08044873,0.000303531,0.001314301,0.002555076
Utah,2014,0.056730182,0.000108784,0.001921707,0.001304717
Utah,2015,0.067387671,0.000110055,0.000996515,0.001429915
Utah,2016,0.125062989,5.28E-05,0.002625897,0.002044183
Virginia,2000,0.085350838,0.00010623,0.040609579,0.002945248
Virginia,2006,0.064425463,0.000123513,0.017114201,0.002104325
Virginia,2007,0.058615913,0.00014004,0.01737395,0.001901773
Virginia,2008,0.048298292,0.000126738,0.01411225,0.00157969
Virginia,2009,0.054897053,0.000124238,0.013657836,0.001652252
Virginia,2010,0.032718348,0.000108921,0.00507812,0.000554215
Virginia,2011,0.027934084,0.000116658,0.002190332,0.001015085
Virginia,2012,0.04259851,0.000141829,0.002317344,0.001108339
Virginia,2013,0.031183072,0.000132018,0.002446125,0.001228062
Virginia,2014,0.018153939,0.00010587,0.001996693,0.000920858
Virginia,2015,0.016813706,0.000106493,0.001302959,0.000955212
Virginia,2016,0.012113454,2.69E-05,0.000646264,0.000342519
Washington,2013,0.02341012,3.06E-05,0.002175715,0.000365703
Washington,2014,0.01786832,6.04E-05,0.00053167,0.000420046
Washington,2015,0.019501179,4.33E-05,0.001640595,0.00041024
Washington,2016,0.029698666,3.21E-05,0.000408703,0.000553078
Wisconsin,2006,0.019027375,2.97E-05,0.003383597,0.000455667
Wisconsin,2007,0.022233318,1.95E-05,0.003213585,0.000405718
Wyoming,2007,0.009851242,0.000229638,0.00581127,0.000947288
Wyoming,2008,0.012898741,0.000226236,0.003093159,0.000375312
Wyoming,2011,0.027358736,0.000196856,0.000801479,0.0012535
Wyoming,2012,0.022165638,0.000210355,0.001585579,0.001207615
Wyoming,2013,0.02350508,0.000223164,0.001163871,0.000299798
Wyoming,2014,0.032045539,0.000411533,0.002840957,0.000259374
Wyoming,2015,0.029110701,0.00040901,0.002165304,0.000395788
Wyoming,2016,0.019463434,0.000222435,-0.000190885,0.000525441
